Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
29,WA Original Funding Age,Numeric,3,9(3),,"Weighted Average of Original Funding Age for each loan
represented by a participation in the pool. The Original
Funding Age for each loan is calculated based on the HECM
Original Funding Date value and the Reporting Period of the",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
30,WA Property Valuation Amount,Numeric,14,11.2,,"Weighted Average of Property Valuation Amount for each
loan represented by a participation in the pool. The Property
Valuation Amount is as reported by the issuer at pool
issuance",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
31,WA Original Term of Payments,Numeric,3,9(3),,"Weighted Average of Original Term of Payments for each
loan represented by a participation in the pool. The Original
Term of Payments is the original number of monthly
payments on a term or modified term loan, as of the
Origination Date",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
32,WA Property Charges Set Aside,Numeric,14,11.2,,"Weighted Average of Property Charges Set Aside Amount
for each loan represented by a participation in the pool. The
Property Charges Set Aside Amount is an amount that a
borrower sets aside at closing to cover property charges such
as taxes, insurance, ground rents, homeowner’s association
fees, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
33,WA Property Repair Set Aside,Numeric,14,11.2,,"Weighted Average of Property Repair Set Aside Amount for
each loan represented by a participation in the pool. The
Property Repair Set Aside Amount is an amount that a
borrower sets aside at closing to cover property repairs, as
reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
34,WA Original Available Line of Credit,Numeric,14,11.2,,"Weighted Average of Original Line of Credit Amount for
each loan represented by a participation in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
35,WA Original Draw Amount,Numeric,14,11.2,,"Weighted Average of Original Draw Amount for each loan
represented by a participation in the pool. The Original Draw
Amount is the original amount drawn on a line of credit loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
36,WA Mortgage Margin,Numeric,6,2.3,,"Weighted Average of Mortgage Margin for each loan
represented by a participation in the pool. The Mortgage
Margin is the percentage points added to the index rate to
determine an ARM's interest rate.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
37,WA Lifetime Floor Rate,Numeric,6,2.3,,"Weighted Average of Lifetime Floor Rate for each loan
represented by a participation in the pool. The Lifetime
Floor Rate is the minimum interest rate that can be applied
during the loan term.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
38,WA Remaining Available Line of Credit,Numeric,14,11.2,,"Weighted Average of Remaining Line of Credit Amount for each loan represented by a participation in the pool. The Remaining Line of Credit reflects the remaining cash available to the borrower (net of any tenure or term set asides as well as any tax, maintenance, insurance or servicing set asides",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
39,WA Monthly Scheduled Payment,Numeric,14,11.2,,"Weighted Average of Monthly Scheduled Payment for each
loan represented by a participation in the pool. The Monthly
Scheduled Payment is the scheduled amount that is payable
to the borrower on a monthly basis.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
40,WA Remaining Term of Payments,Numeric,3,9(3),,"Weighted Average of Remaining Term of Payments for each
loan represented by a participation in the pool. The
Remaining Term of Payments is the remaining number of
monthly payments on a term or modified term loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
41,WA Credit Line Set Aside,Numeric,14,11.2,,"Weighted Average of Credit Line Set Aside Amount for each
loan represented by a participation in the pool. The Credit
Line Set Aside Amount is the specified amount set aside at
Pool Issue Date for a line of credit.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
42,WA Lifetime Interest Rate Change Cap,Numeric,2,9(2),,"Weighted Average of Lifetime Interest Rate Change Cap for
each loan represented by a participation in the pool. The
Lifetime Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “5” for 1-Year
adjusting loans; this field is required only for annual
adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
43,WA Annual Interest Rate Change Cap,Numeric,2,9(2),,"Weighted Average of Annual Interest Rate Change Cap for
each loan represented by a participation in the pool. The
Annual Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “2” for 1-Year
adjusting loans; this field is required only for annual
adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
44,WA Maximum Interest Rate,Numeric,6,2.3,,"Weighted Average of Maximum Interest Rate for each loan
represented by a participation in the pool. The Maximum
Interest Rate is the maximum interest rate on the note. This
field is required only for monthly adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
45,WA Eligible Non- borrowing Spouse Age,Numeric,3,9(3),,"Weighted Average of the Eligible Non-borrowing Spouse
Age(s) for each loan represented by a participation in the",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
46,WA Initial Remaining Available Line of Credit,Numeric,14,11.2,,"Weighted Average of the aggregate line of credit available
during the first twelve-month disbursement period to
borrowers under certain payment plans; for each loan
represented by a participation in the pool",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
47,WA Initial Monthly Scheduled Payment Amount,Numeric,14,11.2,,"Weighted Average of the aggregate monthly amount that is
payable to HECM borrowers in a given month under certain
types of payment plans during the first twelve-month
disbursement period, for each loan represented by a
participation in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
01,Record Type = TP,Character,2,,,File Trailer Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,TP,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,TP,,
03,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,TP,,
04,Detail Record Count,Numeric,8,,,"Control total of the total number of records with Record Type =
“PS” in the file.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,TP,,
01,Record Type = HS,Character,2,,,File Header Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HS,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HS,,
03,Create Date,Date,8,"YYYYMM
DD",,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HS,,
01,Record Type = 01,Character,2,,,Quartiles Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
06,Quartiles,Character,1,,,"Values are:
4 = Maximum (100%) Quartile
3 = 75th Percentage Quartile",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
07,Participation Original Principal Balance (OPB),Numeric,9,6.2,,"The principal balance of the Participation when it was
originated.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
08,Participation UPB,Numeric,9,6.2,,The current principal balance of the Participation.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
09,Participation Original Interest Rate,Numeric,6,2.3,,"The interest rate of the HMBS Participation when it was
issued.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
10,Participation Current Interest Rate,Numeric,6,2.3,,"The interest rate of the HMBS Participation. This is the rate in
effect for the report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
11,Participation Prospective Interest Rate,Numeric,6,2.3,,"The prospective HMBS Participation interest rate. This is the
rate that will be in effect for the next report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
12,HECM Loan Age,Numeric,3,9(3),,"This is the age of the loan associated with a participation in
months from the loan issuance date to the current reporting
period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
13,Ratio: Participation UPB/HECM Loan Maximum Claim Amount,Numeric,6,3.2,,"The current Participation UPB divided by the associated
HECM Loan’s Maximum Claim Amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
14,Expected Average Mortgage Interest Rate,Numeric,6,2.3,,"The Expected Average Mortgage Interest Rate is the original
expected average mortgage interest. It is fixed throughout the
life of the loan and is used to determine payments to the
borrower.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
15,Servicing Fee Set Aside,Numeric,14,11.2,,"The Servicing Fee Set Aside Amount is an amount initially set
aside from the Principal Limit as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
16,Original Funding Age,Numeric,3,9(3),,"The Original Funding Age for each loan is calculated based on
the HECM Original Funding Date value and the Reporting
Period of the data. The Original Funding Date is the date the
loan was first funded.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
17,Property Valuation Amount,Numeric,14,11.2,,"The Property Valuation Amount is as reported by the issuer at
pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
18,Original Term of Payments,Numeric,3,9(3),,"The Original Term of Payments is the original number of
monthly payments on a term or modified term loan, as of the
Origination Date.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
19,Property Charges Set Aside Amount,Numeric,14,11.2,,"The Property Charges Set Aside Amount is an amount that a
borrower sets aside at closing to cover property charges such
as taxes, insurance, ground rents, homeowner’s association
fees, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
20,Property Repair Set Aside Amount,Numeric,14,11.2,,"The Property Repair Set Aside Amount is an amount that a borrower sets aside at closing to cover property repairs, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
21,Original Available Line of Credit,Numeric,14,11.2,,The original available line of credit amount for the loan.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
22,Original Draw Amount,Numeric,14,11.2,,"The Original Draw Amount is the original amount drawn on a
line of credit loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
23,Mortgage Margin,Numeric,6,2.3,,"The Mortgage Margin is the percentage points added to the
index rate to determine an ARM's interest rate. The margin is
reported by the issuer at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
24,Lifetime Floor Rate,Numeric,6,2.3,,"The Lifetime Floor Rate is the minimum interest rate that can
be applied during the loan term.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
25,Remaining Available Line of Credit,Numeric,14,11.2,,"The Remaining Line of Credit reflects the remaining cash
available to the borrower (net of any tenure or term set asides
as well as any tax, maintenance, insurance or servicing set
asides.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
26,Monthly Scheduled Payment Amount,Numeric,14,11.2,,"The Monthly Scheduled Payment is the scheduled amount that
is payable to the borrower on a monthly basis.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
27,Remaining Term of Payments,Numeric,3,9(3),,"The Remaining Term of Payments is the remaining number of
monthly payments on a term or modified term loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
28,Credit Line Set Aside Amount,Numeric,14,11.2,,"The Credit Line Set Aside Amount is the specified amount set
aside at Pool Issue Date for a line of credit.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
29,Lifetime Interest Rate Change Cap,Numeric,2,9(2),,"The Lifetime Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “5” for 1-Year
adjusting loans; this field is required only for annual adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
30,Annual Interest Rate Change Cap,Numeric,2,9(2),,"The Annual Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “2” for 1-Year
adjusting loans; this field is required only for annual adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
31,Maximum Interest Rate,Numeric,6,2.3,,"The Maximum Interest Rate is the maximum interest rate on
the note. This field is required only for monthly adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
32,Eligible Non-borrowing Spouse Age,Numeric,3,9(3),,"There are up to 3 eligible non-borrowing spouses that can be
associated with each loan. The age is computed using the
Eligible Non-borrowing Spouse’s date of birth and the current
reporting period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,Int64,Int64
33,Initial Remaining Available Line of Credit,Numeric,14,11.2,,"The aggregate line of credit available during the first twelve- month disbursement period to borrowers under certain payment plans. The Initial Remaining Available Line of Credit Amount does not include set asides for the Monthly Servicing Fee, if any, property charges (such as taxes, hazard insurance, ground rents or assessments) or repairs, if any.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
34,Initial Monthly Scheduled Payment Amount,Numeric,14,11.2,,"The Initial Monthly Scheduled Payment Amount is the
aggregate monthly amount that is payable to HECM
borrowers in a given month under certain types of payment
plans during the first twelve-month disbursement period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,01,,
01,Record Type = 02,Character,2,,,Various Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
06,Eligible Non-Borrowing Spouse Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has one or more Eligible Non-Borrowing Spouses.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
07,Eligible Non-Borrowing Spouse UPB of Participations,Numeric,14,11.2,,The total Unpaid Principal Balance (UPB) of the participations in the pool associated with a loan that has one or more Eligible Non-Borrowing Spouses.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
08,Eligible Non-Borrowing Spouse UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has one or more Eligible Non-Borrowing Spouses,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (Eligible Non-Borrowing Spouse)
by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
09,Remaining Property Charges Set Aside Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
10,Remaining Property Charges Set Aside UPB of Participations,Numeric,14,11.2,,"Total UPB of the participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
11,Remaining Property Charges Set Aside UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount, expressed as a percentage of the Pool’s UPB.
This UPB percentage is calculated by dividing the total
participation UPB of the given condition (Remaining Property
Charges Set Aside) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,02,,
01,Record Type = 03,Character,2,,,Payment Option Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
06,Payment Option,Numeric,1,,,"The method to receive payment(s) that was selected by the
borrower associated with the HECM loan as of the Pool Issue
Date:
1 = tenure
2 = term
3 = line of credit
4 = modified term
5 = modified tenure
6 = single disbursement lump sum (for fixed rate HECMs with
an FHA case number assigned on or after September 30, 2013)
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a loan that has the Payment Option value, expressed as a percentage of the Pool’s UPB. This UPB percentage is calculated by dividing the total participation UPB of the given condition (Payment Option) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Payment Option value, expressed as a
percentage of the total Principal Limit of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (Payment
Option) by the total of the HECM Principal Limits for all the
loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Payment Option value, expressed as a
percentage of the total Maximum Claim Amount (MCA) of
the associated HECM Loans. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (Payment Option) by the total of the HECM MCAs
for all the loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Payment Option
value and are associated with a pool’s participations,
expressed as a percentage of the total Principal Limit of the
same HECM Loans. This UPB percentage is calculated by
dividing the total HECM Loan UPB for loans having a given
condition (Payment Option) that are associated with a pool’s
participations by the total of the HECM Loan Principal Limits
for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Payment Option
value and are associated with a pool’s participations,
expressed as a percentage of the total Maximum Claim
Amount (MCA) of the same HECM Loans. This UPB
percentage is calculated by dividing the total HECM Loan
UPB for loans having a given condition (Payment Option) that
are associated with a pool’s participations by the total of the
HECM MCAs for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,03,,
01,Record Type = 04,Character,2,,,Property Type Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,04,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,04,,
